"","colony_num","new_yard","split_date","parent_yard","parent_id","varroa_5cup","splits_made","stratum","trt","trt_numeric","notes","ch2_date","ch2_var_tray","ch2_var_wash","ch2_var_total","ch2_var_total2","ch2_var_total_check","ch2_wash_workers","ch2_wash_drones","ch2_wash_queens","ch18_date","ch18_qstatus","ch18_notes","ch18_eggs","ch18_ageoldest","ch18_age","ch30_date","ch30_eggs","ch30_qstatus","ch30_notes","ch30_ageoldest","ch30_age","lay_18","lay_30","start_layday","ch44_date","ch44_eggs","ch44_qstatus","ch44_fob","ch44_notes","ch58_date","ch58_eggs","ch58_qstatus","ch58_fob","ch58_notes","ch72_date","ch72_eggs","ch72_qstatus","ch72_fob","ch72_notes","ch72_supered","ch77_var_total","ch77_var_total2","ch77_var_total_check","ch77_wash_workers","ch77_wash_drones","ch77_wash_queens","ch77_lbs","ch77_lbs2","ch77_lbs_check","bottom_board","supers_supering_sheet_dontuse","chpost_date","post_supers_use","post_lbs","post_q_status","post_quick_fob","post_issues","post_notes","chpost_var_total","chpost_var_total2","chpost_var_total_check","chpost_wash_workers","chpost_wash_drones","chpost_wash_queens","date_decided_remove","exp_day_decided_remove","reason_removal","ch77_qstatus","ch77_efb","trt_label","trt_type","efb_columns","efb","ch2_wash_bees","ch77_wash_bees","chpost_wash_bees","qstatuses","failed","weak","QL","DL","established","issues","frames_bees","frames_wbr","frames_dbr","frames_honey","post_lbs_C","post_kgs_C"
"107","22-107","Shooting Range","3/22/22","Kiwi","21-191",1,3,7,"7-HopGuard",7,"","3/24/22",NA,NA,0,0,"0",320,14,0,"4/9/22","QNS","","N",NA,NA,"4/21/22","Y","QNS","Laying workers off center double eggs; 4/23 looked OK, doubled; L2","Eggs",2,"#VALUE!","28",28,"5/5/22","Y","QR",6,"spotty, not good","5/19/22","Y","DL","2","REMOVE; DL",NA,NA,NA,NA,NA,NA,NA,NA,"#VALUE!",NA,NA,NA,NA,NA,"#VALUE!",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"5/19/22",58,"DL",NA,NA,"HopGuard","Natural","DL NA",0,334,NA,NA,"QR DL NA NA DL",0,0,0,1,1,1,NA,NA,NA,NA,NA,NA
"108","22-108","Shooting Range","3/22/22","Kiwi","21-191",1,3,8,"3-Taktic",3,"","3/24/22",NA,NA,0,0,"0",309,6,0,"4/9/22","QS","","Y","L1",4,"4/21/22","Y","QR","","Capped",NA,"14","#VALUE!",14,"5/5/22","Y","QR",11,"","5/19/22","Y","QR","11","","6/2/22","Y","QR",12,"","",2,2,"0",NA,NA,NA,135.6,135.6,"0","Normal",1,"6/30/22",1,153.6,"QR",11,NA,"bad pattern",5,5,0,346,25,0,"",NA,"","QS",NA,"Amitraz EC","Synthetic"," NA",0,315,362,371,"QR QR QR QS ",0,0,0,0,1,0,4.75,2.075,0.225,8.8,153.6,69.7344
"109","22-109","Shooting Range","3/22/22","Kiwi","21-076",2,3,4,"3-Taktic",3,"","3/24/22",NA,NA,1,1,"0",272,22,0,"4/9/22","QS","","Y","L3",6,"4/21/22","Y","QR","","Capped",NA,"12","#VALUE!",12,"5/5/22","Y","QR",9,"","5/19/22","Y","QR","9","mild EFB","6/2/22","Y","QNS",7,"Saw 1 egg but tore ~5 cells","",5,5,"0",413,3,0,101.6,101.6,"0","Four",1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"6/7/22",77,"5/19 EFB mild","QR","Observed","Amitraz EC","Synthetic","5/19 EFB mild Observed",1,294,416,NA,"QR QR QNS QR 5/19 EFB mild",0,0,0,0,1,1,3.475,1.25,0,3.65,NA,NA
"110","22-110","Shooting Range","3/22/22","Kiwi","21-076",2,3,5,"1-Control",1,"","3/24/22",NA,NA,0,0,"0",258,23,0,"4/9/22","QR","","Y","L1",4,"4/21/22","Y","QR","","Capped",NA,"14","#VALUE!",14,"5/5/22","Y","QR",10,"","5/19/22","Y","QR","14","","6/2/22","Y","QR",16,"knocked ~20 queen cells","",4,4,"0",429,0,0,124,124,"0","Four",1,"6/30/22",1,122.8,"QR",9,NA,"only eggs andyoung larvae no brood",3,3,0,351,0,0,"",NA,"","QS",NA,"Control","Control"," NA",0,281,429,351,"QR QR QR QS ",0,0,0,0,1,0,NA,NA,NA,NA,122.8,55.7512
"111","22-111","Shooting Range","3/22/22","Kiwi","21-076",2,3,5,"7-HopGuard",7,"","3/24/22",NA,NA,1,1,"0",276,13,0,"4/9/22","QS","","Y","L3",6,"4/21/22","Y","QR","","Capped",NA,"12","#VALUE!",12,"5/5/22","Y","QR",10,"","5/19/22","Y","QR","14","","6/2/22","Y","QR",13,"","",0,0,"0",380,1,0,148.4,148.4,"0","Normal",1,"6/30/22",1,177,"QR",13,NA,"",2,2,0,358,6,0,"",NA,"","QR",NA,"HopGuard","Natural"," NA",0,289,381,364,"QR QR QR QR ",0,0,0,0,1,0,NA,NA,NA,NA,177,80.358
"112","22-112","Shooting Range","3/22/22","Kiwi","21-190",1,4,7,"5-Vapor18",5,"","3/24/22",NA,NA,2,2,"0",304,11,0,"4/9/22","QS","","Y","L1",4,"4/21/22","Y","QR","","Capped",NA,"14","#VALUE!",14,"5/5/22","Y","QR",13,"","5/19/22","Y","QR","17","","6/2/22","Y","QR",16,"beautiful; 1/4 super","",2,2,"0",394,1,0,161.4,161.4,"0","Four",2,"6/30/22",2,191.6,"QR",17,NA,"",3,3,0,378,4,0,"",NA,"","QS",NA,"OA Vapor","Natural"," NA",0,315,395,382,"QR QR QR QS ",0,0,0,0,1,0,6.937,2.1375,0.325,12.333,179.6,81.5384
"113","22-113","Shooting Range","3/22/22","Kiwi","21-190",1,4,7,"4-Dribble18",4,"","3/24/22",NA,NA,0,0,"0",348,8,0,"4/9/22","QR","","Y","L3",6,"4/21/22","Y","QR","","Capped",NA,"12","#VALUE!",12,"5/5/22","Y","QR",10,"","5/19/22","Y","QR","13","","6/2/22","Y","QR",16,"knocked q cups w/eggs","",0,0,"0",338,3,0,141,141,"0","Four",1,"6/30/22",1,129,"QNS",5,1,"no eggs, some capped  think swarmed",7,7,0,361,15,0,"",NA,"","QS",NA,"OA Dribble","Natural"," NA",0,356,341,376,"QR QR QR QS ",0,0,0,0,1,0,6.435,3,0.475,8.375,129,58.566
"114","22-114","Shooting Range","3/22/22","Kiwi","21-190",1,4,7,"3-Taktic",3,"","3/24/22",NA,NA,2,2,"0",277,20,0,"4/9/22","QS","","Y","L1",4,"4/21/22","Y","QR","","Capped",NA,"14","#VALUE!",14,"5/5/22","Y","QR",11,"","5/19/22","Y","QR","14","","6/2/22","Y","QR",19,"nice; 1/4 super","",0,0,"0",354,9,0,159.4,159.4,"0","Four",2,"6/30/22",2,199.4,"QR",19,NA,"",2,2,0,327,14,0,"",NA,"","QR",NA,"Amitraz EC","Synthetic"," NA",0,297,363,341,"QR QR QR QR ",0,0,0,0,1,0,9.668,2.475,0.3875,13.488,187.4,85.0796
"115","22-115","Shooting Range","3/22/22","Kiwi","21-190",1,4,7,"6-ManyDribble",6,"","3/24/22",NA,NA,0,0,"0",320,28,0,"4/9/22","QR","","Y","L2",5,"4/21/22","Y","QR","","Capped",NA,"13","#VALUE!",13,"5/5/22","Y","QR",9,"","5/19/22","Y","QR","8","","6/2/22","Y","QR",8,"","",0,0,"0",348,2,0,131.8,131.8,"0","Normal",1,"6/30/22",1,156.2,"QR",9,NA,"",0,0,0,324,5,0,"",NA,"","QR",NA,"5x OA Dribble","Natural"," NA",0,348,350,329,"QR QR QR QR ",0,0,0,0,1,0,4.775,2.175,0.2125,9.4,156.2,70.9148
"116","22-116","Shooting Range","3/22/22","Kiwi","21-183",1,3,6,"7-HopGuard",7,"Queen flew, may end up in splits 116-118","3/24/22",NA,NA,3,3,"0",281,26,0,"4/9/22","QS","Large ~7FoB","Y","L3",6,"4/21/22","Y","QR","","Capped",NA,"12","#VALUE!",12,"5/5/22","Y","QR",14,"","5/19/22","Y","QR","15","","6/2/22","Y","QR",16,"nice","",3,3,"0",336,1,0,160.2,160.2,"0","Four",2,"6/30/22",2,188.2,"QR",16,NA,"",10,10,0,347,16,0,"",NA,"","QR",NA,"HopGuard","Natural"," NA",0,307,337,363,"QR QR QR QR ",0,0,0,0,1,0,7.73,1.9875,0.175,14.06,176.2,79.9948
"117","22-117","Shooting Range","3/22/22","Kiwi","21-183",1,3,6,"5-Vapor18",5,"Queen flew, may end up in splits 116-118","3/24/22",NA,NA,1,1,"0",360,12,0,"4/9/22","VQS","Incredibly tiny VQ seen smaller than a worker","N",NA,NA,"4/21/22","Y","QNS","Remove; laying workers","Eggs",2,"#VALUE!","28",28,"5/5/22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#VALUE!",NA,NA,NA,NA,NA,"#VALUE!",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"4/21/22",30,"Failed to mate",NA,NA,"OA Vapor","Natural","Failed to mate NA",0,372,NA,NA,"NA NA NA NA Failed to mate",1,0,0,0,0,1,NA,NA,NA,NA,NA,NA
"118","22-118","Shooting Range","3/22/22","Kiwi","21-183",1,3,7,"1-Control",1,"Queen flew, may end up in splits 116-118","3/24/22",NA,NA,1,1,"0",340,29,0,"4/9/22","QNS","Polished brood nest. Small ~2.5FoB","N",NA,NA,"4/21/22","N","QNS","Remove",NA,NA,"#VALUE!","#VALUE!",NA,"5/5/22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#VALUE!",NA,NA,NA,NA,NA,"#VALUE!",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"4/21/22",30,"Failed to mate",NA,NA,"Control","Control","Failed to mate NA",0,369,NA,NA,"NA NA NA NA Failed to mate",1,0,0,0,0,1,NA,NA,NA,NA,NA,NA
"119","22-119","Shooting Range","3/22/22","Raleigh","21-116",2,2,5,"4-Dribble18",4,"","3/24/22",NA,NA,0,0,"0",360,5,0,"4/9/22","QNS","","N",NA,NA,"4/21/22","Y","QR","","Prepupa",11,"#VALUE!","19",19,"5/5/22","Y","QR",8,"","5/19/22","Y","QR","6","","6/2/22","Y","QR",7,"mild EFB","",1,1,"0",433,0,0,101.4,101.4,"0","Normal",1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"6/7/22",77,"d77 mod EFB","QR","Observed","OA Dribble","Natural","d77 mod EFB Observed",1,365,433,NA,"QR QR QR QR d77 mod EFB",0,0,0,0,1,1,2.725,2.1,0,2.45,NA,NA
"120","22-120","Shooting Range","3/22/22","Raleigh","21-116",2,2,5,"2-Apivar",2,"","3/24/22",NA,NA,5,5,"0",319,17,0,"4/9/22","QR","","Y","L6",9,"4/21/22","Y","QR","","Capped",NA,"9","#VALUE!",9,"5/5/22","Y","QR",14,"","5/19/22","Y","QR","13","","6/2/22","Y","QR",12.5,"","",1,1,"0",258,2,0,145.4,145.4,"0","Normal",1,"6/30/22",1,151.6,"QR",14,NA,"",7,7,0,364,4,0,"",NA,"","QR",NA,"Apivar","Synthetic"," NA",0,336,260,368,"QR QR QR QR ",0,0,0,0,1,0,2.675,1.45,0,8.925,151.6,68.8264
"121","22-121","Shooting Range","3/22/22","Raleigh","21-115",9,3,2,"4-Dribble18",4,"","3/24/22",4,6,10,10,"0",328,4,0,"4/9/22","QS","","Y","L3",6,"4/21/22","Y","QR","","Capped",NA,"12","#VALUE!",12,"5/5/22","Y","QR",6.5,"","5/19/22","N","QL","Missing","queenless; purple eye youngest brood","6/2/22","N","QNS",4,"Roaring QL","",6,6,"0",362,1,0,88.6,88.6,"0","Normal",1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"6/7/22",77,"d77 QNS","QNS",NA,"OA Dribble","Natural","d77 QNS NA",0,332,363,NA,"QR QL QNS QNS d77 QNS",0,0,1,0,1,1,1.425,0,0,2.1125,NA,NA
"122","22-122","Shooting Range","3/22/22","Raleigh","21-115",9,3,2,"2-Apivar",2,"","3/24/22",6,5,11,11,"0",338,5,0,"4/9/22","QNS","","N",NA,NA,"4/21/22","Y","QR","","L3",6,"#VALUE!","24",24,"5/5/22","Y","QR",6,"","5/19/22","Y","QR","4","","6/2/22","Y","QR",5.5,"","",0,0,"0",445,0,0,96.8,96.8,"0","Normal",1,"6/30/22",1,108.8,"QR",12,NA,"",0,0,0,334,10,0,"",NA,"","QS",NA,"Apivar","Synthetic"," NA",0,343,445,344,"QR QR QR QS ",0,0,0,0,1,0,2.525,1.5,0.025,1.9,108.8,49.3952
"123","22-123","Shooting Range","3/22/22","Raleigh","21-115",9,3,2,"7-HopGuard",7,"","3/24/22",2,4,6,6,"0",417,5,0,"4/9/22","QS","small, 3FoB","Y","eggs",2,"4/21/22","Y","QR","","Capped",NA,"16","#VALUE!",16,"5/5/22","Y","QR",5,"","5/19/22","Y","QR","4.5","","6/2/22","Y","QR",5.5,"","",4,4,"0",336,0,0,88.8,88.8,"0","Normal",1,"6/30/22",1,96.6,"QR",9,NA,"",4,4,0,363,2,0,"",NA,"","QS",NA,"HopGuard","Natural"," NA",0,422,336,365,"QR QR QR QS ",0,0,0,0,1,0,1.925,1.9875,0,1.1,96.6,43.8564
"124","22-124","Shooting Range","3/22/22","Raleigh","21-108",8,2,3,"3-Taktic",3,"","3/24/22",6,8,14,14,"0",284,26,0,"4/9/22","VQS","Small VQ seen, and a sealed emergency cell","N",NA,NA,"4/21/22","Y","QR","","Prepupa",11,"#VALUE!","19",19,"5/5/22","Y","QR",8,"","5/19/22","Y","QR","6","","6/2/22","Y","QR",8.5,"CDB and possible EFB","",8,8,"0",NA,NA,NA,107.8,107.8,"0","Normal",1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"6/7/22",77,"d77 EFB, likely sac","QR","Observed","Amitraz EC","Synthetic","d77 EFB, likely sac Observed",1,310,362,NA,"QR QR QR QR d77 EFB, likely sac",0,0,0,0,1,1,2.5,1.875,0.15,4.05,NA,NA
"125","22-125","Shooting Range","3/22/22","Raleigh","21-108",8,2,3,"7-HopGuard",7,"","3/24/22",10,8,18,18,"0",321,32,0,"4/9/22","QS","","Y","L1",4,"4/21/22","Y","QR","","Capped",NA,"14","#VALUE!",14,"5/5/22","Y","QR",9,"","5/19/22","Y","QR","6","","6/2/22","Y","QR",10,"","",8,8,"0",431,0,0,116.4,116.4,"0","Normal",1,"6/30/22",1,130.4,"QR",10,NA,"",3,3,0,381,0,0,"",NA,"","QS",NA,"HopGuard","Natural"," NA",0,353,431,381,"QR QR QR QS ",0,0,0,0,1,0,3.55,1.7125,0,4.725,130.4,59.2016
"126","22-126","Shooting Range","3/22/22","Kiwi","21-073",6,2,3,"1-Control",1,"","3/24/22",7,1,8,8,"0",313,0,0,"4/9/22","QS","","Y","L3",6,"4/21/22","Y","QS","","Capped",NA,"12","#VALUE!",12,"5/5/22","Y","QR",14,"","5/19/22","Y","QR","12","","6/2/22","Y","QR",14,"CDB mites","",59,59,"0",460,0,0,151.3,151.3,"0","Normal",1,"6/30/22",1,169.8,"QR",15,NA,"bald and chewed down brood",55,55,0,406,2,0,"",NA,"","QR",NA,"Control","Control"," NA",0,313,460,408,"QR QR QR QR ",0,0,0,0,1,0,3.925,2.5,0.2,9.375,169.8,77.0892
"127","22-127","Shooting Range","3/22/22","Kiwi","21-073",6,2,4,"6-ManyDribble",6,"","3/24/22",9,5,14,14,"0",328,0,0,"4/9/22","QR","","Y","eggs",NA,"4/21/22","Y","QR","","Capped",NA,"18","#VALUE!",18,"5/5/22","Y","QR",7,"Data gathered 1wk late: 5/12","5/19/22","Y","QR","7","","6/2/22","Y","QR",11,"","",2,2,"0",322,1,0,111.8,111.8,"0","Normal",1,"6/30/22",1,135.8,"QR",11,NA,"",26,26,0,408,12,0,"",NA,"","QS",NA,"5x OA Dribble","Natural"," NA",0,328,323,420,"QR QR QR QS ",0,0,0,0,1,0,4.225,2.25,0.3375,3.725,135.8,61.6532
"128","22-128","Turfgrass","3/25/22","Shoot (Wire hives at SR)","21-092",2,3,3,"7-HopGuard",7,"","3/27/22",NA,NA,1,1,"0",293,26,0,"4/12/22","QS","","Y","L4",7,"4/24/22","Y","QR","","Capped",NA,"11","#VALUE!",11,"5/8/22","Y","QR",11.5,"REMOVE, mild EFB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#VALUE!",NA,NA,NA,NA,NA,"#VALUE!","Normal",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"5/8/22",44,"EFB",NA,NA,"HopGuard","Natural","EFB NA",1,319,NA,NA,"QR NA NA NA EFB",0,0,0,0,1,1,NA,NA,NA,NA,NA,NA
"129","22-129","Turfgrass","3/25/22","Shoot (Wire hives at SR)","21-092",2,3,3,"6-ManyDribble",6,"","3/27/22",NA,NA,0,0,"0",261,31,0,"4/12/22","QS","","Y","L4",7,"4/24/22","Y","QS","","Capped",NA,"11","#VALUE!",11,"5/8/22","Y","QR",7.5,"","5/21/22","Y","QR","11","","6/6/22","Y","QR",12,"","",1,1,"0",406,0,0,128.2,128.2,"0","Normal",1,"6/30/22",1,166,"QR",18,NA,"plugged",6,6,0,440,4,0,"",NA,"","QR",NA,"5x OA Dribble","Natural"," NA",0,292,406,444,"QR QR QR QR ",0,0,0,0,1,0,5.05,3.5,0.175,6.7,166,75.364
"130","22-130","Turfgrass","3/25/22","Shoot (Wire hives at SR)","21-092",2,3,4,"2-Apivar",2,"","3/27/22",NA,NA,2,2,"0",283,20,0,"4/12/22","QS","","Y","L3",6,"4/24/22","Y","QR","","Capped",NA,"12","#VALUE!",12,"5/8/22","Y","QR",9,"v. heavy; still has space","5/21/22","Y","QR","15","","6/6/22","Y","QR",12,"","",0,0,"0",285,4,0,162.6,162.6,"0","Normal",2,"6/30/22",2,215.8,"QR",18,NA,"plugged",15,15,0,269,12,0,"",NA,"","QR",NA,"Apivar","Synthetic"," NA",0,303,289,281,"QR QR QR QR ",0,0,0,0,1,0,4.889,2.9625,0.5375,14.2525,203.8,92.5252
"131","22-131","Turfgrass","3/25/22","Shoot (Wire hives at SR)","21-094",2,2,4,"1-Control",1,"","3/27/22",NA,NA,1,1,"0",297,20,0,"4/12/22","QR","Ants","Y","eggs",2,"4/24/22","Y","QR","","Capped",NA,"16","#VALUE!",16,"5/8/22","Y","QR",7,"","5/21/22","Y","QR","11","","6/6/22","Y","QR",10,"","",10,10,"0",304,6,0,146.8,146.8,"0","Normal",2,"6/30/22",1,168.2,"QR",16,NA,"",18,18,0,317,11,0,"",NA,"","QS",NA,"Control","Control"," NA",0,317,310,328,"QR QR QR QS ",0,0,0,0,1,0,3.125,3.025,0.1625,9.425,168.2,76.3628
"132","22-132","Turfgrass","3/25/22","Shoot (Wire hives at SR)","21-094",2,2,4,"3-Taktic",3,"","3/27/22",NA,NA,0,0,"0",286,13,0,"4/12/22","QR","","Y","L5",8,"4/24/22","Y","QR","","Capped",NA,"10","#VALUE!",10,"5/8/22","Y","QR",9,"","5/21/22","Y","QS","13","","6/6/22","Y","QR",11,"","",6,6,"0",396,1,0,156.4,156.4,"0","Normal",1,"6/30/22",2,198.4,"QR",14,NA,"",14,14,0,223,21,0,"",NA,"","QS",NA,"Amitraz EC","Synthetic"," NA",0,299,397,244,"QR QS QR QS ",0,0,0,0,1,0,4.775,2.6125,0.325,10.3125,186.4,84.6256
"133","22-133","Turfgrass","3/25/22","Shooting Range","21-020",2,2,3,"2-Apivar",2,"","3/27/22",NA,NA,0,0,"0",297,4,0,"4/12/22","QNS","Virgin piping","N",NA,NA,"4/24/22","N","QNS","QNS. Remove",NA,NA,"#VALUE!","#VALUE!",NA,"5/8/22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#VALUE!",NA,NA,NA,NA,NA,"#VALUE!","Normal",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"4/24/22",30,"Failed to mate",NA,NA,"Apivar","Synthetic","Failed to mate NA",0,301,NA,NA,"NA NA NA NA Failed to mate",1,0,0,0,0,1,NA,NA,NA,NA,NA,NA
"134","22-134","Turfgrass","3/25/22","Shooting Range","21-020",2,2,3,"4-Dribble18",4,"","3/27/22",NA,NA,0,0,"0",317,3,0,"4/12/22","VQS","","N",NA,NA,"4/24/22","Y","QR","","L3",6,"#VALUE!","24",24,"5/8/22","Y","QR",3,"weak but growing; ants","5/21/22","Y","QR","4","","6/6/22","Y","QR",9,"","",0,0,"0",344,0,0,157,157,"0","Normal",1,"6/30/22",1,147,"QR",13,NA,"",1,1,0,324,1,0,"",NA,"","QS",NA,"OA Dribble","Natural"," NA",0,320,344,325,"QR QR QR QS ",0,0,0,0,1,0,3.525,2.8625,0.025,6.175,147,66.738
"135","22-135","Turfgrass","3/25/22","Shooting Range","21-006",2,3,4,"6-ManyDribble",6,"","3/27/22",NA,NA,1,1,"0",316,7,0,"4/12/22","QNS","","N",NA,NA,"4/24/22","Y","QR","","Eggs",2,"#VALUE!","28",28,"5/8/22","N","QL",4.5,"pink eye brook; sealed Q cells","5/21/22","Y","QR","3.5","new queen; brood from eggs to L3","6/6/22","Y","QR",4,"","",0,0,"0",503,0,0,99.8,99.8,"0","Normal",1,"6/30/22",1,108.8,"QR",7,NA,"plugged",2,2,0,476,0,0,"",NA,"","QS",NA,"5x OA Dribble","Natural"," NA",0,323,503,476,"QL QR QR QS ",1,0,0,0,0,1,1.425,1.75,0.1,2.45,108.8,49.3952
"136","22-136","Turfgrass","3/25/22","Shooting Range","21-006",2,3,4,"4-Dribble18",4,"","3/27/22",NA,NA,0,0,"0",314,23,0,"4/12/22","QNS","Hatched q cells","N",NA,NA,"4/24/22","Y","QR","small ~3 FOB","L6",9,"#VALUE!","21",21,"5/8/22","Y","QR",3,"weak but OK","5/21/22","Y","QR","5","","6/6/22","Y","QR",8,"mod EFB","",0,0,"0",425,0,0,93.6,93.6,"0","Normal",1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"6/11/22",77,"EFB","QR","Observed","OA Dribble","Natural","EFB Observed",1,337,425,NA,"QR QR QR QR EFB",0,0,0,0,1,1,2.175,1.525,0.025,1.525,NA,NA
"137","22-137","Turfgrass","3/25/22","Shooting Range","21-006",2,3,5,"1-Control",1,"","3/27/22",NA,NA,0,0,"0",301,28,0,"4/12/22","QNS","","N",NA,NA,"4/24/22","Y","QS","","Eggs",2,"#VALUE!","28",28,"5/8/22","Y","QR",4,"","5/21/22","Y","QR","5","","6/6/22","Y","QR",8.5,"","",0,0,"0",336,1,0,112,112,"0","Normal",1,"6/30/22",1,146.8,"QR",12,NA,"plugged",0,0,0,304,4,0,"",NA,"","QS",NA,"Control","Control"," NA",0,329,337,308,"QR QR QR QS ",0,0,0,0,1,0,2.95,2.85,0.075,5.8,146.8,66.6472
"138","22-138","Turfgrass","3/25/22","Shoot (Wire hives at SR)","21-129",5,2,1,"1-Control",1,"Q not seen, but VQ killed. Split assuming that mated q was gone","3/27/22",3,1,4,4,"0",270,15,0,"4/12/22","QNS","","N",NA,NA,"4/24/22","Y","QS","pretty strong","L6",9,"#VALUE!","21",21,"5/8/22","Y","QR",8,"nice and heavy","5/21/22","N","QL","7","a sealed emergency cell and still sealed brood","6/6/22","Y","QR",8,"new queen; eggs young larvae","",7,7,"0",419,0,0,130,130,"0","Normal",1,"6/30/22",1,138.6,"QR",10,NA,"",19,19,0,232,23,0,"",NA,"","QR",NA,"Control","Control"," NA",0,285,419,255,"QR QL QR QR ",0,0,1,0,1,1,2.525,0.35,0,8.6,138.6,62.9244
"139","22-139","Turfgrass","3/25/22","Shoot (Wire hives at SR)","21-129",5,2,1,"3-Taktic",3,"Q not seen, but VQ killed. Split assuming that mated q was gone","3/27/22",4,1,5,5,"0",295,8,0,"4/12/22","QNS","Strong","N",NA,NA,"4/24/22","Y","QR","","Prepupa",11,"#VALUE!","19",19,"5/8/22","Y","QR",7.5,"","5/21/22","Y","QR","8","","6/6/22","Y","QR",11,"","",4,4,"0",386,0,0,134.8,134.8,"0","Normal",1,"6/30/22",1,168.4,"QR",11,NA,"",5,5,0,367,10,0,"",NA,"","QS",NA,"Amitraz EC","Synthetic"," NA",0,303,386,377,"QR QR QR QS ",0,0,0,0,1,0,4.075,2.825,0.075,9.075,168.4,76.4536
"140","22-140","Turfgrass","3/25/22","Shooting Range","21-036",1,3,6,"6-ManyDribble",6,"","3/27/22",NA,NA,0,0,"0",331,2,0,"4/12/22","QNS","1.5 FoB","N",NA,NA,"4/24/22","Y","QS","small colony ~4 FOB","Prepupa",11,"#VALUE!","19",19,"5/8/22","Y","QR",2,"lots of ants; 3/4 feeder left; not great fed larvae but OK","5/21/22","Y","QR","3.5","lots of ants; still half feeder","6/6/22","Y","QR",7,"ants","",0,0,"0",417,0,0,98.6,98.6,"0","Normal",1,"6/30/22",1,115.4,"QS",8,NA,"",1,1,0,259,2,0,"",NA,"","QS",NA,"5x OA Dribble","Natural"," NA",0,333,417,261,"QR QR QR QS ",0,0,0,0,1,0,2.525,2.125,0.025,1.9,115.4,52.3916
"141","22-141","Turfgrass","3/25/22","Shooting Range","21-036",1,3,6,"2-Apivar",2,"","3/27/22",NA,NA,3,3,"0",294,17,0,"4/12/22","QNS","","N",NA,NA,"4/24/22","Y","QS","small colony ~5 FOB","Prepupa",11,"#VALUE!","19",19,"5/8/22","Y","QR",4,"","5/21/22","Y","QR","5","","6/6/22","Y","QR",10,"","",0,0,"0",440,0,0,126.2,126.2,"0","Normal",1,"6/30/22",1,156.2,"QR",13,NA,"",0,0,0,280,12,0,"",NA,"","QR",NA,"Apivar","Synthetic"," NA",0,311,440,292,"QR QR QR QR ",0,0,0,0,1,0,3.275,2.6,0.225,7.425,156.2,70.9148
