"","colony_num","new_yard","split_date","parent_yard","parent_id","varroa_5cup","splits_made","stratum","trt","trt_numeric","notes","ch2_date","ch2_var_tray","ch2_var_wash","ch2_var_total","ch2_var_total2","ch2_var_total_check","ch2_wash_workers","ch2_wash_drones","ch2_wash_queens","ch18_date","ch18_qstatus","ch18_notes","ch18_eggs","ch18_ageoldest","ch18_age","ch30_date","ch30_eggs","ch30_qstatus","ch30_notes","ch30_ageoldest","ch30_age","lay_18","lay_30","start_layday","ch44_date","ch44_eggs","ch44_qstatus","ch44_fob","ch44_notes","ch58_date","ch58_eggs","ch58_qstatus","ch58_fob","ch58_notes","ch72_date","ch72_eggs","ch72_qstatus","ch72_fob","ch72_notes","ch72_supered","ch77_var_total","ch77_var_total2","ch77_var_total_check","ch77_wash_workers","ch77_wash_drones","ch77_wash_queens","ch77_lbs","ch77_lbs2","ch77_lbs_check","bottom_board","supers_supering_sheet_dontuse","chpost_date","post_supers_use","post_lbs","post_q_status","post_quick_fob","post_issues","post_notes","chpost_var_total","chpost_var_total2","chpost_var_total_check","chpost_wash_workers","chpost_wash_drones","chpost_wash_queens","date_decided_remove","exp_day_decided_remove","reason_removal","ch77_qstatus","ch77_efb","trt_label","trt_type","efb_columns","efb","ch2_wash_bees","ch77_wash_bees","chpost_wash_bees","qstatuses","failed","weak","QL","DL","established","issues","frames_bees","frames_wbr","frames_dbr","frames_honey","post_lbs_C","post_kgs_C"
"142","22-142","Turfgrass","3/25/22","Shooting Range","21-036",1,3,6,"7-HopGuard",7,"","3/27/22",NA,NA,0,0,"0",286,8,0,"4/12/22","VQS","","N",NA,NA,"4/24/22","Y","QR","small 1.5 FOB","L4",7,"#VALUE!","23",23,"5/8/22","Y","QS",1.5,"","5/21/22","Y","QS","2","weak but healthy; ants; one half feeder; light on sugar","6/6/22","Y","QR",2.5,"ants/bad wax moths; 3 frames removed","",0,0,"0",363,0,0,80.8,80.8,"0","Normal",1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"6/11/22",77,"Small","QR",NA,"HopGuard","Natural","Small NA",0,294,363,NA,"QS QS QR QR Small",0,1,0,0,1,1,1.525,0.9,0,0.575,NA,NA
"143","22-143","Turfgrass","3/25/22","Shoot (Wire hives at SR)","21-130",2,2,4,"7-HopGuard",7,"Q not seen, but VQ killed. Split assuming that mated q was gone","3/27/22",NA,NA,8,8,"0",348,11,0,"4/12/22","QR","","Y","L5",8,"4/24/22","Y","QR","","Capped",NA,"10","#VALUE!",10,"5/8/22","Y","QR",13,"v heavy","5/21/22","Y","QR","15","","6/6/22","Y","QR",14,"mites in drone brood","",0,0,"0",285,0,0,175.6,175.6,"0","Normal",2,"6/30/22",2,213.6,"QR",16,NA,"little plugged",2,2,0,258,6,0,"",NA,"","QR",NA,"HopGuard","Natural"," NA",0,359,285,264,"QR QR QR QR ",0,0,0,0,1,0,6.459,2.5,0.2125,14.742,201.6,91.5264
"144","22-144","Turfgrass","3/25/22","Shoot (Wire hives at SR)","21-130",2,2,4,"5-Vapor18",5,"Q not seen, but VQ killed. Split assuming that mated q was gone","3/27/22",NA,NA,4,4,"0",301,4,0,"4/12/22","QNS","Hatched supersedure","N",NA,NA,"4/24/22","Y","QS","quite small","Prepupa",11,"#VALUE!","19",19,"5/8/22","Y","QR",3,"","5/21/22","Y","QR","3","","6/6/22","Y","QR",5,"","",1,1,"0",420,1,0,108.8,108.8,"0","Normal",1,"6/30/22",1,128.2,"QR",8,NA,"",3,3,0,375,9,0,"",NA,"","QR",NA,"OA Vapor","Natural"," NA",0,305,421,384,"QR QR QR QR ",0,0,0,0,1,0,1.65,1.6,0.05,4.925,128.2,58.2028
"145","22-145","Turfgrass","3/25/22","Shooting Range","21-045",1,3,5,"6-ManyDribble",6,"","3/27/22",NA,NA,1,1,"0",281,18,0,"4/12/22","QNS","Hatched supersedure","N",NA,NA,"4/24/22","Y","QR","","L4",7,"#VALUE!","23",23,"5/8/22","Y","QR",4.5,"","5/21/22","Y","QR","4.5","","6/6/22","Y","QR",7,"","",4,4,"0",387,0,0,121.4,121.4,"0","Normal",1,"6/30/22",1,156.8,"QS",14,NA,"",4,4,0,415,9,0,"",NA,"","QR",NA,"5x OA Dribble","Natural"," NA",0,299,387,424,"QR QR QR QR ",0,0,0,0,1,0,3.2,3,0.1,7.275,156.8,71.1872
"146","22-146","Turfgrass","3/25/22","Shooting Range","21-045",1,3,5,"4-Dribble18",4,"","3/27/22",NA,NA,2,2,"0",338,15,0,"4/12/22","QNS","","N",NA,NA,"4/24/22","Y","QR","","Prepupa",11,"#VALUE!","19",19,"5/8/22","Y","QR",5,"","5/21/22","Y","QR","5","","6/6/22","Y","QR",10,"","",3,3,"0",343,8,0,114.4,114.4,"0","Normal",1,"6/30/22",1,140.2,"QR",9,NA,"",4,4,0,342,4,0,"",NA,"","QS",NA,"OA Dribble","Natural"," NA",0,353,351,346,"QR QR QR QS ",0,0,0,0,1,0,3,2.7,0.1,5.55,140.2,63.6508
"147","22-147","Turfgrass","3/25/22","Shooting Range","21-045",1,3,5,"5-Vapor18",5,"","3/27/22",NA,NA,0,0,"0",255,7,0,"4/12/22","QNS","","N",NA,NA,"4/24/22","Y","QR","","L5",8,"#VALUE!","22",22,"5/8/22","Y","QR",7,"","5/21/22","Y","QR","10","","6/6/22","Y","QR",14,"","",27,27,"0",390,4,0,147.2,147.2,"0","Normal",2,"6/30/22",2,201.6,"QR",14,NA,"",68,68,0,330,8,0,"",NA,"","QR",NA,"OA Vapor","Natural"," NA",0,262,394,338,"QR QR QR QR ",0,0,0,0,1,0,3.464,2.575,0.075,11.685,189.6,86.0784
"148","22-148","Turfgrass","3/25/22","Kiwi-Raleighs","21-182",1,2,7,"3-Taktic",3,"","3/27/22",NA,NA,0,0,"0",325,16,0,"4/12/22","QR","","Y","L4",7,"4/24/22","Y","QR","","Capped",NA,"11","#VALUE!",11,"5/8/22","N","QL",8,"nice and heavy; only brood is from pink eye to emerging","5/21/22","Y","QR","10","new queen; brood eggs through L2","6/6/22","Y","QR",13,"","",2,2,"0",288,0,0,145,145,"0","Normal",1,"6/30/22",1,136.8,"QR",13,NA,"plugged",5,5,0,352,18,0,"",NA,"","QR",NA,"Amitraz EC","Synthetic"," NA",0,341,288,370,"QL QR QR QR ",0,0,1,0,1,1,3.3,2.5375,0,10.2625,136.8,62.1072
"149","22-149","Turfgrass","3/25/22","Kiwi-Raleighs","21-182",1,2,7,"2-Apivar",2,"","3/27/22",NA,NA,0,0,"0",268,37,0,"4/12/22","QR","","Y","L4",7,"4/24/22","Y","QR","","Capped",NA,"11","#VALUE!",11,"5/8/22","Y","QR",12,"nice wt; big hive","5/21/22","Y","QS","16","","6/6/22","Y","QR",20,"","",2,2,"0",458,9,0,188,188,"0","Normal",3,"6/30/22",3,254.4,"QR",19,NA,"nice",3,3,0,276,14,0,"",NA,"","QS",NA,"Apivar","Synthetic"," NA",0,305,467,290,"QR QS QR QS ",0,0,0,0,1,0,7.455,3.575,0.3125,14.902,230.4,104.6016
"150","22-150","Turfgrass","3/25/22","Raleigh","21-114/144",5,3,2,"5-Vapor18",5,"","3/27/22",4,2,6,6,"0",357,7,0,"4/12/22","QR","","Y","L4",7,"4/24/22","Y","QR","","Capped",NA,"11","#VALUE!",11,"5/8/22","Y","QR",10,"REMOVE; mod EFB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#VALUE!",NA,NA,NA,NA,NA,"#VALUE!","Normal",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"5/8/22",44,"EFB",NA,NA,"OA Vapor","Natural","EFB NA",1,364,NA,NA,"QR NA NA NA EFB",0,0,0,0,1,1,NA,NA,NA,NA,NA,NA
"151","22-151","Turfgrass","3/25/22","Raleigh","21-114/144",5,3,2,"6-ManyDribble",6,"","3/27/22",6,3,9,9,"0",256,4,0,"4/12/22","QR","","Y","L3",6,"4/24/22","Y","QR","","Capped",NA,"12","#VALUE!",12,"5/8/22","Y","QR",8,"","5/21/22","Y","QS","6","","6/6/22","Y","QR",12.5,"CDB with frass","",3,3,"0",342,1,0,116.2,116.2,"0","Normal",1,"6/30/22",1,144.8,"QR",16,NA,"",7,7,0,336,4,0,"",NA,"","QR",NA,"5x OA Dribble","Natural"," NA",0,260,343,340,"QR QS QR QR ",0,0,0,0,1,0,4.425,2.6,0.1625,5.875,144.8,65.7392
"152","22-152","Turfgrass","3/25/22","Raleigh","21-114/144",5,3,2,"3-Taktic",3,"","3/27/22",2,0,2,2,"0",258,3,0,"4/12/22","QS","","Y","L6",9,"4/24/22","Y","QR","beautiful comb","Capped",NA,"9","#VALUE!",9,"5/8/22","Y","QR",10,"","5/21/22","Y","QR","13","","6/6/22","Y","QR",16,"","",4,4,"0",386,1,0,140.6,140.6,"0","Normal",2,"6/30/22",2,194,"QR",12,NA,"",3,3,0,364,3,0,"",NA,"","QR",NA,"Amitraz EC","Synthetic"," NA",0,261,387,367,"QR QR QR QR ",0,0,0,0,1,0,4.593,3.3875,0.1375,12.05,182,82.628
"153","22-153","Turfgrass","3/25/22","Kiwi-Raleighs","21-192",2,3,5,"3-Taktic",3,"","3/27/22",NA,NA,2,2,"0",305,15,0,"4/12/22","QR","","Y","eggs",2,"4/24/22","Y","QR","","Capped",NA,"16","#VALUE!",16,"5/8/22","Y","QR",11,"","5/21/22","Y","QR","13","","6/6/22","Y","QR",15,"","",0,0,"0",321,3,0,142.8,142.8,"0","Normal",2,"6/30/22",2,197,"QR",18,NA,"",3,3,0,334,6,0,"",NA,"",NA,NA,"Amitraz EC","Synthetic"," NA",0,320,324,340,"QR QR QR NA ",0,0,0,0,1,0,NA,NA,NA,NA,185,83.99
"154","22-154","Turfgrass","3/25/22","Kiwi-Raleighs","21-192",2,3,5,"2-Apivar",2,"","3/27/22",NA,NA,2,2,"0",288,13,0,"4/12/22","QR","","Y","L2",5,"4/24/22","Y","QR","","Capped",NA,"13","#VALUE!",13,"5/8/22","Y","QR",9,"","5/21/22","Y","QR","12","","6/6/22","Y","QR",14,"","",2,2,"0",376,18,0,149.8,149.8,"0","Four",1,"6/30/22",1,180.8,"QR",16,NA,"",4,4,0,279,26,0,"",NA,"","QS",NA,"Apivar","Synthetic"," NA",0,301,394,305,"QR QR QR QS ",0,0,0,0,1,0,2.552,1.725,0.325,10.257,180.8,82.0832
"155","22-155","Turfgrass","3/25/22","Kiwi-Raleighs","21-192",2,3,5,"7-HopGuard",7,"","3/27/22",NA,NA,0,0,"0",290,17,0,"4/12/22","QNS","","N",NA,NA,"4/24/22","Y","QR","virgin seen (might be real small mated queen), 1 egg;  don't expect to thrive","Eggs",2,"#VALUE!","28",28,"5/8/22","Y","QR",1.5,"REMOVE; real weak and superseding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#VALUE!",NA,NA,NA,NA,NA,"#VALUE!","Normal",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"5/8/22",44,"Weak",NA,NA,"HopGuard","Natural","Weak NA",0,307,NA,NA,"QR NA NA NA Weak",0,1,0,0,1,1,NA,NA,NA,NA,NA,NA
"156","22-156","Turfgrass","3/25/22","Kiwi-Raleighs","21-054",1,3,6,"5-Vapor18",5,"","3/27/22",NA,NA,0,0,"0",295,27,0,"4/12/22","QNS","","N",NA,NA,"4/24/22","Y","DL","DL. Remove",NA,NA,"#VALUE!","#VALUE!",NA,"5/8/22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#VALUE!",NA,NA,NA,NA,NA,"#VALUE!","Normal",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"4/24/22",30,"Failed to mate",NA,NA,"OA Vapor","Natural","Failed to mate NA",0,322,NA,NA,"NA NA NA NA Failed to mate",1,0,0,0,0,1,NA,NA,NA,NA,NA,NA
"157","22-157","Turfgrass","3/25/22","Kiwi-Raleighs","21-054",1,3,6,"4-Dribble18",4,"","3/27/22",NA,NA,0,0,"0",280,4,0,"4/12/22","QS","","Y","Eggs",2,"4/24/22","Y","QR","","Capped",NA,"16","#VALUE!",16,"5/8/22","Y","QR",9.5,"","5/21/22","Y","QR","14","","6/6/22","Y","QR",14,"","",0,0,"0",343,0,0,161.6,161.6,"0","Normal",2,"6/30/22",2,218.2,"QR",18,NA,"plugged",1,1,0,320,4,0,"",NA,"","QS",NA,"OA Dribble","Natural"," NA",0,284,343,324,"QR QR QR QS ",0,0,0,0,1,0,3.884,2.6,0.2,11.433,206.2,93.6148
"158","22-158","Turfgrass","3/25/22","Kiwi-Raleighs","21-054",1,3,6,"3-Taktic",3,"","3/27/22",NA,NA,0,0,"0",323,2,0,"4/12/22","QNS","","N",NA,NA,"4/24/22","Y","QR","several Q cups","Eggs",2,"#VALUE!","28",28,"5/8/22","Y","DL",4,"REMOVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#VALUE!",NA,NA,NA,NA,NA,"#VALUE!","Normal",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"5/8/22",44,"DL",NA,NA,"Amitraz EC","Synthetic","DL NA",0,325,NA,NA,"DL NA NA NA DL",1,0,0,0,0,1,NA,NA,NA,NA,NA,NA
"159","22-159","Turfgrass","3/25/22","Kiwi-Raleighs","21-181",1,2,6,"1-Control",1,"","3/27/22",NA,NA,0,0,"0",242,10,0,"4/12/22","QNS","","N",NA,NA,"4/24/22","Y","QR","Q cups","Eggs",2,"#VALUE!","28",28,"5/8/22","Y","DL",3,"REMOVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#VALUE!",NA,NA,NA,NA,NA,"#VALUE!","Normal",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"5/8/22",44,"DL",NA,NA,"Control","Control","DL NA",0,252,NA,NA,"DL NA NA NA DL",1,0,0,0,0,1,NA,NA,NA,NA,NA,NA
"160","22-160","Turfgrass","3/25/22","Kiwi-Raleighs","21-181",1,2,7,"4-Dribble18",4,"","3/27/22",NA,NA,0,0,"0",321,2,0,"4/12/22","QNS","Polished brood nest","N",NA,NA,"4/24/22","Y","QR","","L4",7,"#VALUE!","23",23,"5/8/22","Y","QR",4.5,"","5/21/22","Y","QR","6","","6/6/22","Y","QR",8,"possible EFB","",0,0,"0",393,0,0,104.6,104.6,"0","Normal",1,"6/30/22",1,117.2,"QR",9,NA,"bad pattern cbd",5,5,0,360,2,0,"",NA,"","QR",NA,"OA Dribble","Natural"," NA",0,323,393,362,"QR QR QR QR ",0,0,0,0,1,0,2.1,2.025,0,3.55,117.2,53.2088
"161","22-161","Turfgrass","3/25/22","Richland","21-214",9,2,1,"4-Dribble18",4,"","3/27/22",8,1,9,9,"0",271,27,0,"4/12/22","QNS","Polished brood nest","N",NA,NA,"4/24/22","Y","QR","","White eye",13,"#VALUE!","17",17,"5/8/22","Y","QR",9,"","5/21/22","Y","QR","10.5","","6/6/22","Y","QS",13,"","",8,8,"0",310,7,0,140.8,140.8,"0","Normal",1,"6/30/22",1,168.6,"QR",16,NA,"plugged",15,15,0,325,2,0,"",NA,"","QR",NA,"OA Dribble","Natural"," NA",0,298,317,327,"QR QR QS QR ",0,0,0,0,1,0,3.821,3.35,0.3,8.035,168.6,76.5444
"162","22-162","Turfgrass","3/25/22","Richland","21-214",9,2,1,"6-ManyDribble",6,"","3/27/22",2,0,2,2,"0",301,6,0,"4/12/22","QS","","Y","L3",6,"4/24/22","Y","QR","","Capped",NA,"12","#VALUE!",12,"5/8/22","Y","QR",10.5,"","5/21/22","Y","QR","11","","6/6/22","Y","QR",12,"","",1,1,"0",292,2,0,149.4,149.4,"0","Normal",1,"6/30/22",1,185.2,"QR",14,NA,"",4,4,0,349,7,0,"",NA,"","QS",NA,"5x OA Dribble","Natural"," NA",0,307,294,356,"QR QR QR QS ",0,0,0,0,1,0,3,2.3,0.2,8.925,185.2,84.0808
"163","22-163","Turfgrass","3/25/22","Richland","21-166",1,2,7,"7-HopGuard",7,"","3/27/22",NA,NA,4,4,"0",309,13,0,"4/12/22","QS","","Y","L5",8,"4/24/22","Y","QS","little weak; 4 FOB","Capped",NA,"10","#VALUE!",10,"5/8/22","Y","QR",4.5,"","5/21/22","Y","QR","4","","6/6/22","Y","QR",8,"","",0,0,"0",334,0,0,111.6,111.6,"0","Normal",1,"6/30/22",1,136.8,"QS",10,NA,"",5,5,0,263,0,0,"",NA,"","QR",NA,"HopGuard","Natural"," NA",0,322,334,263,"QR QR QR QR ",0,0,0,0,1,0,2.65,2.6,0.05,4,136.8,62.1072
"164","22-164","Turfgrass","3/25/22","Richland","21-166",1,2,7,"1-Control",1,"Originally NA for Varroa. By mistake no Varroa sample was taken, although a duplicate sample labeled 22-167 had 2 mites","3/27/22",NA,NA,2,2,"0",269,8,0,"4/12/22","QS","","Y","L4",7,"4/24/22","Y","QS","3 provisioned sw cells","Capped",NA,"11","#VALUE!",11,"5/8/22","Y","QR",4.5,"REMOVE; mod EFB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#VALUE!",NA,NA,NA,NA,NA,"#VALUE!","Normal",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"5/8/22",44,"EFB",NA,NA,"Control","Control","EFB NA",1,277,NA,NA,"QR NA NA NA EFB",0,0,0,0,1,1,NA,NA,NA,NA,NA,NA
"165","22-165","Turfgrass","3/25/22","Richland","21-169",5,2,2,"7-HopGuard",7,"","3/27/22",4,1,5,5,"0",273,11,0,"4/12/22","QS","","Y","L3",6,"4/24/22","Y","QR","","Capped",NA,"12","#VALUE!",12,"5/8/22","Y","QS",11,"","5/21/22","Y","QR","15","","6/6/22","Y","QR",14,"","",9,9,"0",407,3,0,176.6,176.6,"0","Normal",2,"6/30/22",2,212,"QR",18,NA,"plugged cdb w frass",26,26,0,242,10,0,"",NA,"","QS",NA,"HopGuard","Natural"," NA",0,284,410,252,"QS QR QR QS ",0,0,0,0,1,0,4.111,2.8,0.2,13.382,200,90.8
"166","22-166","Turfgrass","3/25/22","Richland","21-169",5,2,2,"1-Control",1,"","3/27/22",0,1,1,1,"0",334,5,0,"4/12/22","QNS","capped supersedure","N",NA,NA,"4/24/22","Y","QS","","L2",5,"#VALUE!","25",25,"5/8/22","Y","QR",6,"","5/21/22","Y","QR","8","","6/6/22","Y","QR",10,"","",14,14,"0",332,1,0,125.6,125.6,"0","Normal",1,"6/30/22",1,146.2,"QR",16,NA,"some bald brood",19,19,0,360,0,0,"",NA,"","QR",NA,"Control","Control"," NA",0,339,333,360,"QR QR QR QR ",0,0,0,0,1,0,3.1,2.475,0.075,7.725,146.2,66.3748
"167","22-167","Turfgrass","3/25/22","Richland","20-D19",8,3,1,"7-HopGuard",7,"Originally a 1 or 2 because 2 entries labeled 22-167; changed to 2 because most consistent","3/27/22",1,0,1,1,"0",308,2,0,"4/12/22","QR","","Y","L4",7,"4/24/22","Y","QR","","Capped",NA,"11","#VALUE!",11,"5/8/22","Y","QR",6,"","5/21/22","Y","QR","9","","6/6/22","Y","QR",12,"","",8,8,"0",387,1,0,128.2,128.2,"0","Normal",1,"6/30/22",1,163.4,"QR",14,NA,"",11,11,0,334,8,0,"",NA,"","QS",NA,"HopGuard","Natural"," NA",0,310,388,342,"QR QR QR QS ",0,0,0,0,1,0,3.75,3.375,0.275,8.2,163.4,74.1836
"168","22-168","Turfgrass","3/25/22","Richland","20-D19",8,3,1,"2-Apivar",2,"","3/27/22",2,1,3,3,"0",280,14,0,"4/12/22","QR","","Y","L3",6,"4/24/22","Y","QR","VQS. Saw emerged and stung sw cell. Trying to supersede?","Capped",NA,"12","#VALUE!",12,"5/8/22","Y","QR",6,"","5/21/22","Y","QS","8","","6/6/22","Y","QS",13,"","",4,4,"0",386,3,0,130.2,130.2,"0","Normal",1,"6/30/22",1,161.4,"QS",18,NA,"plugged",6,6,0,342,0,0,"",NA,"","QS",NA,"Apivar","Synthetic"," NA",0,294,389,342,"QR QS QS QS ",0,0,0,0,1,0,3.625,3.425,0.125,7.225,161.4,73.2756
"169","22-169","Turfgrass","3/25/22","Richland","20-D19",8,3,1,"5-Vapor18",5,"","3/27/22",14,0,14,14,"0",246,47,0,"4/12/22","QR","","Y","L3",6,"4/24/22","Y","QR","","Capped",NA,"12","#VALUE!",12,"5/8/22","Y","QR",4.5,"","5/21/22","Y","QR","7","","6/6/22","Y","QR",10,"","",6,6,"0",332,3,0,110,110,"0","Normal",1,"6/30/22",1,129.2,"QS",11,NA,"weak queen bald brood cdb",11,11,0,347,7,0,"",NA,"","QS",NA,"OA Vapor","Natural"," NA",0,293,335,354,"QR QR QR QS ",0,0,0,0,1,0,2.1,1.75,0.025,5.3,129.2,58.6568
"170","22-170","Turfgrass","3/25/22","Richland","21-062",4,3,3,"3-Taktic",3,"","3/27/22",3,0,3,3,"0",283,27,0,"4/12/22","QR","","Y","L5",8,"4/24/22","Y","QR","","Capped",NA,"10","#VALUE!",10,"5/8/22","Y","QR",7,"","5/21/22","Y","QR","9","","6/6/22","Y","QR",10,"","",0,0,"0",302,0,0,136.8,136.8,"0","Normal",1,"6/30/22",1,172.6,"QR",16,NA,"plugged",2,2,0,340,21,0,"",NA,"","QS",NA,"Amitraz EC","Synthetic"," NA",0,310,302,361,"QR QR QR QS ",0,0,0,0,1,0,4.175,2.6875,0.2875,8.75,172.6,78.3604
"171","22-171","Turfgrass","3/25/22","Richland","21-062",4,3,3,"5-Vapor18",5,"","3/27/22",1,0,1,1,"0",269,4,0,"4/12/22","QR","","Y","L3",6,"4/24/22","Y","QR","","Capped",NA,"12","#VALUE!",12,"5/8/22","Y","QR",7,"","5/21/22","Y","QR","10","","6/6/22","N","QNS",11,"youngest brood purple eye","",9,9,"0",407,3,0,124.4,124.4,"0","Normal",1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"6/11/22",77,"QL","QL",NA,"OA Vapor","Natural","QL NA",0,273,410,NA,"QR QR QNS QL QL",0,0,1,0,1,1,5.35,0.0125,0.05,9.8,NA,NA
"172","22-172","Turfgrass","3/25/22","Richland","21-062",4,3,3,"1-Control",1,"","3/27/22",1,0,1,1,"0",294,3,0,"4/12/22","QR","","Y","L4",7,"4/24/22","Y","QR","small colony ~4 FOB","Capped",NA,"11","#VALUE!",11,"5/8/22","Y","QR",5.5,"","5/21/22","Y","QR","7.5","","6/6/22","Y","QR",7.5,"","",1,1,"0",402,0,0,111,111,"0","Normal",1,"6/30/22",1,134.8,"QR",14,NA,"",1,1,0,297,1,0,"",NA,"","QR",NA,"Control","Control"," NA",0,297,402,298,"QR QR QR QR ",0,0,0,0,1,0,2.625,2.5625,0.05,6.15,134.8,61.1992
"173","22-173","Turfgrass","3/25/22","Richland","20-L75",1,3,7,"6-ManyDribble",6,"","3/27/22",NA,NA,3,3,"0",317,3,0,"4/12/22","QS","","Y","L5",8,"4/24/22","Y","QR","","Capped",NA,"10","#VALUE!",10,"5/8/22","Y","QR",11,"nice and heavy","5/21/22","Y","QR","15","","6/6/22","Y","QS",14,"","",1,1,"0",432,1,0,170.2,170.2,"0","Normal",2,"6/30/22",2,215.8,"QR",16,NA,"CDB plugged",2,2,0,271,4,0,"",NA,"","QR",NA,"5x OA Dribble","Natural"," NA",0,320,433,275,"QR QR QS QR ",0,0,0,0,1,0,4.031,2.2,0.2625,13.76,203.8,92.5252
"174","22-174","Turfgrass","3/25/22","Richland","20-L75",1,3,7,"5-Vapor18",5,"","3/27/22",NA,NA,5,5,"0",363,3,0,"4/12/22","QS","","Y","Eggs",2,"4/24/22","Y","QR","","Capped",NA,"16","#VALUE!",16,"5/8/22","Y","QR",12,"nice and heavy","5/21/22","Y","QR","12","","6/6/22","Y","QS",12,"","",13,13,"0",371,1,0,153.4,153.4,"0","Normal",1,"6/30/22",1,168.4,"QR",14,NA,"plugged",12,12,0,252,2,0,"",NA,"","QR",NA,"OA Vapor","Natural"," NA",0,366,372,254,"QR QR QS QR ",0,0,0,0,1,0,4.745,2.975,0.175,11.616,168.4,76.4536
"175","22-175","Turfgrass","3/25/22","Richland","20-L75",1,3,8,"7-HopGuard",7,"","3/27/22",NA,NA,1,1,"0",354,3,0,"4/12/22","QR","","Y","L4",7,"4/24/22","Y","QS","","Capped",NA,"11","#VALUE!",11,"5/8/22","Y","QR",10.5,"REMOVE; mild EFB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#VALUE!",NA,NA,NA,NA,NA,"#VALUE!","Normal",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"5/8/22",44,"EFB",NA,NA,"HopGuard","Natural","EFB NA",1,357,NA,NA,"QR NA NA NA EFB",0,0,0,0,1,1,NA,NA,NA,NA,NA,NA
"176","22-176","Turfgrass","3/25/22","Richland","20-C14",4,2,2,"4-Dribble18",4,"","3/27/22",2,0,2,2,"0",317,6,0,"4/12/22","QS","","Y","L5",8,"4/24/22","Y","QR","","Capped",NA,"10","#VALUE!",10,"5/8/22","N","QL",9,"Youngest brd pink eye","5/21/22","Y","QS","9","new queen; brood eggs through prepupa","6/6/22","N","QNS",11,"3 emerged swarm cells; looks to have swarmed","",9,9,"0",352,1,0,134.2,134.2,"0","Normal",1,"6/30/22",1,154.2,"QR",14,NA,"plugged",4,4,0,247,16,0,"",NA,"","QR",NA,"OA Dribble","Natural"," NA",0,323,353,263,"QL QS QNS QR ",0,0,1,0,1,1,3.1,2.625,0.275,8.075,154.2,70.0068
"177","22-177","Turfgrass","3/25/22","Richland","20-C14",4,2,2,"2-Apivar",2,"","3/27/22",2,0,2,2,"0",286,6,0,"4/12/22","QNS","","N",NA,NA,"4/24/22","Y","QR","","L2",5,"#VALUE!","25",25,"5/8/22","Y","DL",6,"REMOVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#VALUE!",NA,NA,NA,NA,NA,"#VALUE!","Normal",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"5/8/22",44,"DL",NA,NA,"Apivar","Synthetic","DL NA",0,292,NA,NA,"DL NA NA NA DL",1,0,0,0,0,1,NA,NA,NA,NA,NA,NA
